title,size,price,bedrooms,bathrooms
فيلا للبيع في الرياض,300.0,1100000.0,4.0,5.0
فيلا للبيع في حي الرمال ، الرياض,324.0,1180000.0,4.0,4.0
فيلا للبيع في حي الملقا ، الرياض,351.0,2400000.0,4.0,5.0
فيلا للبيع في الرياض,501.0,2300000.0,4.0,4.0
فيلا للبيع في الرياض,448.0,1800000.0,5.0,5.0
فيلا للبيع في الرياض,250.0,950000.0,5.0,4.0
فيلا للبيع في شارع نجران ، حي قرطبة ، الرياض,386.0,1350000.0,6.0,5.0
فيلا للبيع في طريق السيل الكبير ، الرياض,420.0,930000.0,4.0,4.0
فيلا للبيع في طريق الجنادرية ، الرياض,372.0,1150000.0,5.0,5.0
فيلا للبيع في الرياض,325.0,1650000.0,4.70312813314618,5.0
فيلا للبيع في الرياض,360.0,1180000.0,5.0,5.0
فيلا للبيع في شارع ام القوين ، حي جرير ، الرياض,562.0,1300000.0,5.0,5.0
فيلا للبيع في ملهم,625.0,1000000.0,4.0,4.0
فيلا للبيع في الرياض,200.0,800000.0,5.0,4.0
فيلا للبيع في الرياض,200.0,850000.0,4.0,4.0
فيلا للبيع في الرياض,665.0,1895102.5614597956,5.0,5.0
فيلا للبيع في شارع عمر بن بريق ، حي العوالي ، الرياض,352.0,1150000.0,4.0,4.0
فيلا للبيع في الرياض,360.0,1250000.0,5.0,4.0
فيلا للبيع في شارع يعقوب الصفار ، الرياض,375.0,1400000.0,4.0,5.0
فيلا للبيع في الرياض,300.0,780000.0,3.0,3.0
فيلا للبيع في الرياض,200.0,850000.0,4.0,5.0
فيلا للبيع في شارع الذهبي ، الرياض,300.0,920000.0,4.70312813314618,4.0
فيلا للبيع في حي الرمال ، الرياض,400.0,1250000.0,5.0,5.0
فيلا للبيع في الرياض,458.0,1500000.0,5.0,5.0
فيلا للبيع في حي القيروان ، الرياض,375.0,2000000.0,5.0,4.0
فيلا للبيع في طريق الامير عبدالرحمن بن سعود ، الرياض,312.0,1180000.0,5.0,3.0
فيلا للبيع في الرياض,370.0,1200000.0,5.0,5.0
فيلا للبيع في شارع البيضاء ، حي السعادة ، الرياض,350.0,850000.0,4.0,3.0
فيلا للبيع في حي المونسية ، الرياض,315.0,1350000.0,4.0,5.0
فيلا للبيع في شارع التوحيد ، حي العوالي ، الرياض,250.0,1100000.0,4.70312813314618,5.0
فيلا للبيع في حي حطين ، الرياض,475.6799679165831,1895102.5614597956,5.0,5.0
فيلا للبيع في الرياض,200.0,1200000.0,3.0,5.0
فيلا للبيع في شارع كوكب ، حي النهضة ، الرياض,500.0,1300000.0,3.0,4.449167836374574
فيلا للبيع في الرياض,405.0,2500000.0,5.0,4.0
فيلا للبيع في حي القيروان ، الرياض,400.0,2200000.0,3.0,4.0
فيلا للبيع في شارع القيصومة ، حي الحزم ، الرياض,262.0,900000.0,5.0,5.0
فيلا للبيع في حي الرمال ، الرياض,520.0,1750000.0,4.0,5.0
فيلا للبيع في شارع السكك ، حي الزهرة ، الرياض,400.0,1000000.0,5.0,4.0
فيلا للبيع في الرياض,200.0,780000.0,4.0,4.0
فيلا للبيع في الرياض,250.0,1050000.0,4.0,5.0
فيلا للبيع في الرياض,312.0,1400000.0,3.0,5.0
فيلا للبيع في الرياض,250.0,1050000.0,4.0,3.0
فيلا للبيع في الرياض,540.0,1895102.5614597956,6.0,4.0
فيلا للبيع في شارع وادي هجر ، الرياض,503.0,1895102.5614597956,5.0,4.0
فيلا للبيع في الرياض,333.0,1200000.0,5.0,5.0
فيلا للبيع في طريق السيل الكبير ، الرياض,200.0,830000.0,5.0,5.0
فيلا للبيع في شارع بني مزار ، حي النخيل ، الرياض,475.6799679165831,1895102.5614597956,4.70312813314618,4.0
فيلا للبيع في شارع جبل المحاصير ، حي الدار البيضاء ، الرياض,375.0,1180000.0,5.0,4.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,450.0,950000.0,3.0,3.0
فيلا للبيع في الرياض,300.0,950000.0,4.0,5.0
فيلا للبيع في طريق الجنادرية ، حي الرمال ، الرياض,324.0,1150000.0,4.0,4.0
فيلا للبيع في حي الياسمين ، الرياض,276.0,1750000.0,4.0,4.0
فيلا للبيع في حي القادسية ، الرياض,250.0,1050000.0,4.0,5.0
فيلا للبيع في شارع خير الدين الزركي ، حي الغدير ، الرياض,475.6799679165831,1895102.5614597956,5.0,5.0
فيلا للبيع في شارع ابراهيم الجيلي ، حي حطين ، الرياض,475.6799679165831,1895102.5614597956,5.0,5.0
فيلا للبيع في حي حطين ، الرياض,405.0,2650000.0,5.0,5.0
فيلا للبيع في شارع دمياط ، حي ظهرة لبن ، الرياض,312.0,1300000.0,5.0,4.449167836374574
فيلا للبيع في الرياض,450.0,1000000.0,3.0,3.0
فيلا للبيع في حي الياسمين ، الرياض,364.0,1300000.0,4.0,4.0
فيلا للبيع في شارع أبي القاسم الأنصاري ، الرياض,360.0,850000.0,3.0,5.0
فيلا للبيع في الرياض,325.0,1000000.0,4.0,5.0
فيلا للبيع في حي الملقا ، الرياض,400.0,1895102.5614597956,5.0,5.0
فيلا للبيع في شارع زيد بن علي الجريسي ، حي الشفا ، الرياض,475.6799679165831,850000.0,5.0,5.0
فيلا للبيع في طريق السيل الكبير ، الرياض,312.0,1000000.0,3.0,3.0
فيلا للبيع في حي النرجس ، الرياض,350.0,1950000.0,5.0,4.0
فيلا للبيع في شارع حبل قمبع ، الرياض,312.0,2200000.0,5.0,5.0
فيلا للبيع في طريق الصحابة ، حي المونسية ، الرياض,270.0,1200000.0,5.0,5.0
"فيلا للبيع في الملك عبدالله, الرياض",350.0,1500000.0,4.0,5.0
فيلا للبيع في شارع الحوراء ، حي النسيم الغربي ، الرياض,312.0,400000.0,5.0,4.0
فيلا للبيع في حي القادسية ، الرياض,384.0,1350000.0,5.0,5.0
فيلا للبيع في حي عرقة ، الرياض,475.6799679165831,1895102.5614597956,4.70312813314618,5.0
فيلا للبيع في شارع رقم 326 ، الرياض,450.0,2400000.0,4.0,5.0
فيلا للبيع في شارع الاخلاص ، الرياض,312.0,1030000.0,5.0,5.0
فيلا للبيع في شارع المارديني ، حي الحزم ، الرياض,262.0,840000.0,4.70312813314618,5.0
فيلا للبيع في حي الياسمين ، الرياض,312.0,2200000.0,4.0,5.0
فيلا للبيع في شارع المديري ، حي الحزم ، الرياض,313.0,1080000.0,5.0,5.0
فيلا للبيع في حي أحد ، الرياض,312.0,750000.0,4.0,4.0
فيلا للبيع في الرياض,400.0,2000000.0,4.0,4.0
فيلا للبيع في شارع أحمد بن سعيد بن الهندي ، الرياض,425.0,1800000.0,4.0,5.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,450.0,980000.0,3.0,5.0
فيلا للبيع في طريق الملك عبدالعزيز ، الرياض,288.0,1250000.0,5.0,5.0
فيلا للبيع في شارع سليمان بن عبدالملك بن مروان ، الرياض,375.0,1220000.0,5.0,5.0
فيلا للبيع في شارع الليطاني ، حي الحزم ، الرياض,288.0,900000.0,5.0,4.0
فيلا للبيع في الرياض,200.0,800000.0,4.0,3.0
فيلا للبيع في شارع كعب بن سعد ، حي النسيم الغربي ، الرياض,625.0,700000.0,5.0,4.449167836374574
فيلا للبيع في شارع عبدالله بن العاص ، الرياض,325.0,1500000.0,5.0,5.0
فيلا للبيع في شارع مليحة ، حي قرطبة ، الرياض,550.0,2350000.0,5.0,5.0
فيلا للبيع في الرياض,200.0,825000.0,5.0,5.0
فيلا للبيع في الرياض,300.0,890000.0,5.0,5.0
فيلا للبيع في شارع القريب ، حي الندى ، الرياض,475.6799679165831,1895102.5614597956,5.0,5.0
فيلا للبيع في شارع نجم الدين الأيوبي ، الرياض,384.0,1100000.0,4.70312813314618,5.0
فيلا للبيع في شارع ابي الخير الحربي ، حي المنصورة ، الرياض,475.6799679165831,2150000.0,4.70312813314618,5.0
فيلا للبيع في شارع صالح الحمراني ، الرياض,455.0,2200000.0,3.0,5.0
فيلا للبيع في الرياض,360.0,1300000.0,3.0,4.449167836374574
فيلا للبيع في الرياض,440.0,1050000.0,6.0,4.0
فيلا للبيع في حي المونسية ، الرياض,292.0,1350000.0,4.0,3.0
فيلا للبيع في شارع رقم 326 ، الرياض,330.0,1800000.0,4.0,5.0
فيلا للبيع في حي الرمال ، الرياض,372.0,1160000.0,3.0,5.0
فيلا للبيع في شارع الأمير يزيد بن عبدالله بن عبدالرحمن ، الرياض,405.0,2550000.0,5.0,5.0
فيلا للبيع في شارع الطوارف ، حي طويق ، الرياض,360.0,1140000.0,5.0,5.0
فيلا للبيع في شارع حنبيس بن أبي عمر ، الرياض,313.0,1550000.0,4.0,5.0
فيلا للبيع في حي الرمال ، الرياض,324.0,1100000.0,3.0,4.0
فيلا للبيع في شارع يوسف السلمي ، الرياض,330.0,1450000.0,4.0,5.0
فيلا للبيع في شارع ابي يوسف الحراني ، حي الربوة ، الرياض,416.0,1450000.0,4.0,3.0
فيلا للبيع في الرياض,327.0,810000.0,5.0,4.0
فيلا للبيع في حي القيروان ، الرياض,338.0,2100000.0,4.0,4.0
فيلا للبيع في حي ظهرة لبن ، الرياض,202.0,870000.0,5.0,5.0
فيلا للبيع في حي طويق ، الرياض,250.0,920000.0,4.0,4.0
فيلا للبيع في الرياض,312.0,1150000.0,5.0,5.0
فيلا للبيع في المملكة العربية السعودية,345.0,2000000.0,4.0,5.0
فيلا للبيع في الرياض,336.0,1450000.0,5.0,5.0
فيلا للبيع في شارع سلطان بن نمر ، حي الرمال ، الرياض,288.0,1050000.0,5.0,3.0
فيلا للبيع في شارع احمد الدهان ، حي النسيم الغربي ، الرياض,475.6799679165831,1200000.0,6.0,3.0
فيلا للبيع في طريق الامير عبدالرحمن بن سعود ، الرياض,360.0,1150000.0,5.0,5.0
فيلا للبيع في الرياض,403.0,930000.0,5.0,5.0
فيلا للبيع في حي العوالي ، الرياض,250.0,1100000.0,4.70312813314618,5.0
فيلا للبيع في حي القدس ، الرياض,475.6799679165831,1895102.5614597956,5.0,5.0
فيلا للبيع في طريق الملك عبدالعزيز ، الرياض,276.0,1350000.0,4.0,4.449167836374574
فيلا للبيع في شارع سليمان بن عبدالملك بن مروان ، الرياض,450.0,980000.0,5.0,5.0
فيلا للبيع في حي الياسمين ، الرياض,330.0,1750000.0,4.0,4.0
فيلا للبيع في حي الياسمين ، الرياض,360.0,1850000.0,5.0,4.0
فيلا للبيع في الرياض,450.0,1450000.0,5.0,5.0
فيلا للبيع في طريق الإمام عبدالله بن سعود بن عبدالعزيز ، حي اليرموك ، الرياض,325.0,1430000.0,5.0,5.0
فيلا للبيع في الرياض,540.0,1895102.5614597956,6.0,5.0
فيلا للبيع في حي عكاظ ، الرياض,245.0,800000.0,5.0,5.0
فيلا للبيع في الرياض,391.0,890000.0,3.0,4.0
فيلا للبيع في مؤسسة دعاء للتبريد بالضباب ، طريق أنس ابن مالك ، الرياض,450.0,2700000.0,5.0,5.0
فيلا للبيع في شارع مالك بن الدخشم الخزرجي ، الرياض,375.0,1150000.0,4.0,4.0
فيلا للبيع في حي الملقا ، الرياض,450.0,2400000.0,3.0,5.0
فيلا للبيع في حي الياسمين ، الرياض,360.0,1950000.0,6.0,5.0
فيلا للبيع في طريق الملك عبدالعزيز ، الرياض,450.0,1900000.0,5.0,5.0
فيلا للبيع في الرياض,450.0,1450000.0,5.0,5.0
فيلا للبيع في طريق ابي بكر الصديق ، الرياض,360.0,1650000.0,4.0,4.0
فيلا للبيع في شارع الذهبي ، الرياض,250.0,1000000.0,4.0,5.0
فيلا للبيع في شارع المقر ، حي الحزم ، الرياض,375.0,1250000.0,5.0,4.0
فيلا للبيع في طريق نجم الدين الأيوبي الفرعي ، الرياض,276.0,900000.0,5.0,5.0
فيلا للبيع في المملكة العربية السعودية,200.0,850000.0,5.0,5.0
فيلا للبيع في شارع عبدالله المويس ، حي الرمال ، الرياض,288.0,1060000.0,5.0,4.0
فيلا للبيع في شارع عثمان بن سند النجدي ، حي الرمال ، الرياض,347.0,1250000.0,5.0,5.0
فيلا للبيع في حي طويق ، الرياض,300.0,930000.0,5.0,5.0
فيلا للبيع في شارع النثرة ، حي ظهرة لبن ، الرياض,450.0,1600000.0,4.0,5.0
فيلا للبيع في حي حطين ، الرياض,420.0,2300000.0,4.0,4.0
فيلا للبيع في الرياض,250.0,1160000.0,4.0,5.0
فيلا للبيع في طريق السيل الكبير ، الرياض,475.6799679165831,1895102.5614597956,4.70312813314618,5.0
فيلا للبيع في طريق الجنادرية ، حي الرمال ، الرياض,347.0,1190000.0,5.0,5.0
فيلا للبيع في شارع ركن الدين العتبي ، حي الروضة ، الرياض,475.6799679165831,2000000.0,5.0,3.0
فيلا للبيع في الرياض,350.0,1400000.0,3.0,4.0
فيلا للبيع في شارع محمد المنوفي ، الرياض,300.0,1550000.0,5.0,5.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,415.0,1000000.0,3.0,5.0
فيلا للبيع في حي الرمال ، الرياض,240.0,980000.0,4.0,4.0
فيلا للبيع في حي الياسمين ، الرياض,375.0,1550000.0,5.0,5.0
فيلا للبيع في حي الرمال ، الرياض,475.6799679165831,1300000.0,4.0,4.0
فيلا للبيع في طريق الملك عبدالعزيز ، الرياض,501.0,2350000.0,5.0,5.0
فيلا للبيع في الرياض,250.0,1300000.0,5.0,5.0
فيلا للبيع في طريق الأمير تركي بن عبدالعزيز الأول ، الرياض,405.0,2650000.0,5.0,5.0
فيلا للبيع في المملكة العربية السعودية,475.6799679165831,1895102.5614597956,5.0,5.0
فيلا للبيع في حي القيروان ، الرياض,450.0,2200000.0,4.0,4.449167836374574
فيلا للبيع في الرياض,400.0,1270000.0,4.0,4.0
فيلا للبيع في شارع علي البجادي ، الرياض,360.0,1050000.0,5.0,4.0
فيلا للبيع في طريق الملك عبدالعزيز ، الرياض,220.0,1200000.0,4.0,3.0
فيلا للبيع في الرياض,380.0,1070000.0,5.0,5.0
فيلا للبيع في طريق الملك فهد الفرعي ، حي الملقا ، الرياض,475.6799679165831,1895102.5614597956,5.0,4.0
فيلا للبيع في شارع علي البجادي ، الرياض,325.0,1100000.0,5.0,5.0
فيلا للبيع في حي القادسية ، الرياض,432.0,1500000.0,5.0,5.0
فيلا للبيع في المملكة العربية السعودية,450.0,1800000.0,5.0,5.0
فيلا للبيع في شارع نجم الدين الايوبي ، حي السويدي ، الرياض,500.0,950000.0,4.70312813314618,5.0
فيلا للبيع في الرياض,385.0,1850000.0,5.0,5.0
فيلا للبيع في طريق الثمامة ، الرياض,430.0,1500000.0,4.0,4.0
فيلا للبيع في المملكة العربية السعودية,360.0,1200000.0,6.0,4.0
فيلا للبيع في حي النرجس ، الرياض,300.0,2000000.0,4.0,4.0
فيلا للبيع في شارع البسالة ، حي القادسية ، الرياض,402.0,1500000.0,5.0,4.0
فيلا للبيع في حي الملقا ، الرياض,404.0,2600000.0,5.0,5.0
فيلا للبيع في شارع علي البجادي ، الرياض,370.0,1300000.0,4.0,5.0
فيلا للبيع في الرياض,220.0,1100000.0,4.0,3.0
فيلا للبيع في حي ظهرة لبن ، الرياض,360.0,1000000.0,4.0,4.449167836374574
فيلا للبيع في شارع نجم الدين الأيوبي الفرعي ، الرياض,330.0,1050000.0,5.0,5.0
فيلا للبيع في شارع سليمان بن عبدالملك بن مروان ، الرياض,200.0,870000.0,4.0,4.449167836374574
فيلا للبيع في طريق علي البجادي ، حي الرمال ، الرياض,613.0,1700000.0,5.0,4.0
فيلا للبيع في شارع سليمان بن عبدالملك بن مروان ، الرياض,360.0,1895102.5614597956,3.0,5.0
فيلا للبيع في شارع سليمان بن عبدالملك بن مروان ، الرياض,343.0,900000.0,5.0,4.0
فيلا للبيع في المملكة العربية السعودية,250.0,1150000.0,5.0,4.0
فيلا للبيع في حي الرمال ، الرياض,490.0,1450000.0,4.0,4.0
فيلا للبيع في طريق الملك عبدالعزيز ، الرياض,472.0,1900000.0,5.0,5.0
فيلا للبيع في حي الملقا ، الرياض,475.6799679165831,1895102.5614597956,5.0,5.0
فيلا للبيع في طريق الدمام ، الرياض,475.6799679165831,2750000.0,5.0,5.0
فيلا للبيع في شارع الكاظمة ، حي الوادي ، الرياض,450.0,1800000.0,5.0,5.0
فيلا للبيع في الرياض,475.6799679165831,1895102.5614597956,5.0,5.0
فيلا للبيع في الرياض,372.0,950000.0,5.0,5.0
فيلا للبيع في الرياض,325.0,1150000.0,4.0,4.0
فيلا للبيع في حي الربيع ، الرياض,325.0,1850000.0,4.0,5.0
فيلا للبيع في حي الياسمين ، الرياض,318.0,1550000.0,5.0,4.0
فيلا للبيع في الرياض,255.0,870000.0,5.0,5.0
فيلا للبيع في حي الجنادرية ، الرياض,324.0,1150000.0,5.0,5.0
فيلا للبيع في الرياض,375.0,1895102.5614597956,5.0,3.0
فيلا للبيع في المملكة العربية السعودية,360.0,1200000.0,5.0,5.0
فيلا للبيع في شارع هشام بن عبدالملك ، حي المرسلات ، الرياض,345.0,1600000.0,5.0,5.0
فيلا للبيع في الرياض,400.0,1600000.0,4.0,3.0
فيلا للبيع في المملكة العربية السعودية,500.0,2300000.0,5.0,3.0
فيلا للبيع في شارع جو ، حي الورود ، الرياض,475.6799679165831,1800000.0,3.0,4.449167836374574
فيلا للبيع في شارع علي بن شيبان ، حي العوالي ، الرياض,315.0,1250000.0,5.0,5.0
فيلا للبيع في شارع القصر ، حي الندى ، الرياض,300.0,1500000.0,5.0,5.0
فيلا للبيع في المملكة العربية السعودية,437.0,1560000.0,5.0,5.0
فيلا للبيع في شارع احمد بن ابي الفتح ، حي السويدي الغربي ، الرياض,475.6799679165831,1895102.5614597956,5.0,5.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,450.0,1400000.0,4.0,5.0
فيلا للبيع في شارع الثقفية ، حي السويدي الغربي ، الرياض,285.0,1200000.0,5.0,5.0
فيلا للبيع في شارع الحسين بن عمارة ، حي السويدي الغربي ، الرياض,285.0,1200000.0,5.0,5.0
فيلا للبيع في طريق الأمير تركي بن عبدالعزيز الأول ، حي الملقا ، الرياض,600.0,1895102.5614597956,5.0,5.0
فيلا للبيع في شارع الثبتة ، حي النهضة ، الرياض,375.0,1200000.0,4.70312813314618,5.0
فيلا للبيع في الرياض,300.0,1300000.0,5.0,4.0
فيلا للبيع في شارع نجم الدين الأيوبي ، الرياض,375.0,1050000.0,5.0,5.0
فيلا للبيع في الرياض,300.0,1200000.0,5.0,5.0
فيلا للبيع في حي الرمال ، الرياض,373.0,1280000.0,5.0,5.0
فيلا للبيع في حي أحد ، الرياض,345.0,820000.0,5.0,5.0
فيلا للبيع في الرياض,460.0,1600000.0,5.0,5.0
فيلا للبيع في الرياض,240.0,1250000.0,5.0,5.0
فيلا للبيع في شارع يدمة ، الرياض,312.0,1500000.0,5.0,5.0
فيلا للبيع في حي طويق ، الرياض,300.0,900000.0,5.0,5.0
فيلا للبيع في شارع الاخلاص ، الرياض,300.0,950000.0,3.0,3.0
فيلا للبيع في شارع محمد البرقي ، حي المونسية ، الرياض,468.0,2000000.0,4.0,5.0
فيلا للبيع في الرياض,300.0,1500000.0,5.0,5.0
فيلا للبيع في شارع الخلصه ، حي طويق ، الرياض,300.0,900000.0,5.0,5.0
فيلا للبيع في المملكة العربية السعودية,418.0,1750000.0,5.0,5.0
فيلا للبيع في طريق الأمير محمد بن سعد بن عبدالعزيز ، الرياض,500.0,2200000.0,5.0,5.0
فيلا للبيع في شارع الملحه ، حي الخزامى ، الرياض,475.6799679165831,1895102.5614597956,4.70312813314618,4.0
فيلا للبيع في شارع الامير سعود بن عبدالله بن جلوي ، الرياض,385.0,1850000.0,4.0,5.0
فيلا للبيع في طريق ديراب الفرعي ، حي ديراب ، الرياض,300.0,1000000.0,5.0,5.0
فيلا للبيع في حي الياسمين ، الرياض,375.0,1600000.0,4.0,4.449167836374574
فيلا للبيع في شارع الحامدية ، حي ديراب ، الرياض,475.6799679165831,1800000.0,4.70312813314618,5.0
فيلا للبيع في المملكة العربية السعودية,450.0,1800000.0,3.0,5.0
فيلا للبيع في حي العوالي ، الرياض,450.0,1350000.0,4.0,5.0
فيلا للبيع في حي الدار البيضاء ، الرياض,300.0,1000000.0,5.0,5.0
فيلا للبيع في حي القيروان ، الرياض,300.0,1700000.0,4.0,5.0
فيلا للبيع في المملكة العربية السعودية,375.0,1260000.0,4.0,4.0
فيلا للبيع في الرياض,475.6799679165831,2700000.0,4.70312813314618,5.0
فيلا للبيع في شارع ابي القاسم العماد ، حي الخزامى ، الرياض,475.6799679165831,1895102.5614597956,4.70312813314618,5.0
فيلا للبيع في طريق الامام سعود بن فيصل ، الرياض,602.0,1895102.5614597956,5.0,5.0
فيلا للبيع في حي الرمال ، الرياض,260.0,1000000.0,4.0,5.0
فيلا للبيع في المملكة العربية السعودية,250.0,1300000.0,4.0,3.0
فيلا للبيع في الرياض,326.0,1150000.0,4.0,4.0
فيلا للبيع في الرياض,237.0,900000.0,5.0,5.0
فيلا للبيع في شارع مباركة بنت عبدالقادر الطبرية ، الرياض,325.0,1650000.0,4.0,4.0
فيلا للبيع في شارع وادي عندام ، حي الشهداء ، الرياض,475.6799679165831,2700000.0,5.0,5.0
فيلا للبيع في المملكة العربية السعودية,322.0,1600000.0,5.0,3.0
فيلا للبيع في شارع مباركة بنت عبدالقادر الطبرية ، الرياض,400.0,1950000.0,5.0,5.0
فيلا للبيع في 2906-2786 ، شارع زيد بن علي الجريسي ، الرياض,400.0,1100000.0,5.0,5.0
فيلا للبيع في شارع علي البجادي ، الرياض,372.0,1150000.0,3.0,4.0
فيلا للبيع في الرياض,450.0,1400000.0,5.0,5.0
فيلا للبيع في طريق السيل الكبير ، الرياض,450.0,950000.0,3.0,3.0
فيلا للبيع في حي الياسمين ، الرياض,364.0,2300000.0,4.0,4.0
فيلا للبيع في طريق ديراب الفرعي ، حي أحد ، الرياض,312.0,1000000.0,4.0,5.0
فيلا للبيع في الرياض,300.0,1150000.0,4.0,4.0
فيلا للبيع في شارع نجم الدين الأيوبي ، الرياض,515.0,1050000.0,5.0,5.0
فيلا للبيع في شارع الطائف ، الرياض,218.0,810000.0,4.70312813314618,4.0
فيلا للبيع في الرياض,300.0,750000.0,5.0,5.0
فيلا للبيع في شارع الحصتين ، حي النفل ، الرياض,250.0,1350000.0,4.0,4.0
فيلا للبيع في الرياض,300.0,1050000.0,5.0,5.0
فيلا للبيع في حي القادسية ، الرياض,500.0,1650000.0,5.0,4.0
فيلا للبيع في الرياض,270.0,1150000.0,5.0,4.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,420.0,1300000.0,5.0,5.0
فيلا للبيع في حي الرمال ، الرياض,387.0,1180000.0,5.0,5.0
فيلا للبيع في المملكة العربية السعودية,360.0,1380000.0,5.0,5.0
فيلا للبيع في شارع نجم الدين الايوبي ، الرياض,350.0,1200000.0,5.0,5.0
فيلا للبيع في شارع السمعاني ، حي الزهرة ، الرياض,525.0,750000.0,4.0,4.0
فيلا للبيع في شارع الطائف ، حي ظهرة لبن ، الرياض,200.0,800000.0,5.0,5.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,312.0,1150000.0,5.0,5.0
فيلا للبيع في شارع رقم 296 ، الرياض,373.0,1500000.0,5.0,4.0
فيلا للبيع في شارع الحسين الهاشمي ، الرياض,360.0,900000.0,5.0,5.0
فيلا للبيع في شارع الجيشي ، حي النفل ، الرياض,375.0,1800000.0,4.0,5.0
فيلا للبيع في طريق الملك عبدالعزيز ، الرياض,495.0,2200000.0,5.0,4.0
فيلا للبيع في الرياض,300.0,600000.0,5.0,3.0
فيلا للبيع في شارع ابي همام الدلال ، حي الرمال ، الرياض,257.0,1000000.0,4.0,3.0
فيلا للبيع في حي الرمال ، الرياض,312.0,1100000.0,5.0,5.0
فيلا للبيع في شارع الامير سلمان بن محمد بن سعود ، حي الصحافة ، الرياض,465.0,1800000.0,4.0,4.449167836374574
فيلا للبيع في حي الياسمين ، الرياض,421.0,1900000.0,5.0,5.0
فيلا للبيع في شارع العليا ، حي الصحافة ، الرياض,330.0,1720000.0,4.0,4.0
فيلا للبيع في المملكة العربية السعودية,375.0,1050000.0,5.0,5.0
فيلا للبيع في حي الحزم ، الرياض,280.0,1000000.0,5.0,5.0
فيلا للبيع في شارع سليمان بن عبدالملك بن مروان ، الرياض,375.0,880000.0,5.0,5.0
فيلا للبيع في شارع انس ابن مالك ، حي الصحافة ، الرياض,318.0,1700000.0,5.0,5.0
فيلا للبيع في الرياض,375.0,880000.0,3.0,5.0
فيلا للبيع في حي ظهرة لبن ، الرياض,250.0,1100000.0,6.0,5.0
فيلا للبيع في شارع الساعي ، حي الخالدية ، الرياض,528.0,480000.0,5.0,4.0
فيلا للبيع في طريق السيل الكبير ، الرياض,200.0,850000.0,5.0,5.0
فيلا للبيع في طريق السيل الكبير ، الرياض,270.0,1100000.0,4.0,5.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,352.0,1160000.0,5.0,5.0
فيلا للبيع في شارع محمد بن عوجان ، حي الحزم ، الرياض,312.0,1050000.0,4.70312813314618,4.449167836374574
فيلا للبيع في شارع نجم الدين الأيوبي الفرعي ، الرياض,450.0,1350000.0,5.0,5.0
فيلا للبيع في الرياض,312.0,1150000.0,5.0,5.0
فيلا للبيع في الرياض,346.0,1350000.0,3.0,4.449167836374574
فيلا للبيع في شارع وادي العمارية ، حي حطين ، الرياض,405.0,2600000.0,5.0,5.0
فيلا للبيع في المملكة العربية السعودية,230.0,880000.0,4.0,5.0
فيلا للبيع في الرياض,500.0,1000000.0,6.0,4.0
فيلا للبيع في حي الحزم ، الرياض,250.0,850000.0,5.0,5.0
فيلا للبيع في طريق السيل الكبير ، الرياض,200.0,800000.0,5.0,5.0
فيلا للبيع في حي طويق ، الرياض,406.0,1180000.0,3.0,5.0
فيلا للبيع في حي ديراب ، الرياض,312.0,1000000.0,5.0,5.0
فيلا للبيع في شارع وادي الاعشاب ، حي ديراب ، الرياض,312.0,1000100.0,4.70312813314618,3.0
فيلا للبيع في حي بدر ، الرياض,351.0,900000.0,5.0,5.0
فيلا للبيع في الرياض,210.0,1300000.0,5.0,5.0
فيلا للبيع في الرياض,387.0,1180000.0,4.0,4.0
فيلا للبيع في حي ظهرة لبن ، الرياض,375.0,1300000.0,4.70312813314618,5.0
فيلا للبيع في شارع عسير ، الرياض,324.0,1150000.0,4.70312813314618,5.0
فيلا للبيع في حي المونسية ، الرياض,300.0,1300000.0,4.0,5.0
فيلا للبيع في حي القادسية ، الرياض,372.0,1350000.0,5.0,5.0
فيلا للبيع في الرياض,525.0,1895102.5614597956,5.0,5.0
فيلا للبيع في طريق الأمير خالد بن بندر بن عبدالعزيز ، الرياض,275.0,1550000.0,4.0,5.0
فيلا للبيع في شارع محمد العقيل ، حي النهضة ، الرياض,475.6799679165831,1750000.0,5.0,5.0
فيلا للبيع في حي أحد ، الرياض,475.6799679165831,1350000.0,5.0,4.0
فيلا للبيع في حي الياسمين ، الرياض,375.0,1900000.0,3.0,3.0
فيلا للبيع في حي القيروان ، الرياض,200.0,1300000.0,4.0,4.449167836374574
فيلا للبيع في شارع الحماسة ، حي الملقا ، الرياض,350.0,1700000.0,4.0,5.0
فيلا للبيع في الرياض,200.0,1250000.0,4.0,4.0
فيلا للبيع في حي حطين ، الرياض,400.0,1895102.5614597956,4.70312813314618,5.0
فيلا للبيع في حي الياسمين ، الرياض,234.0,1400000.0,4.0,3.0
فيلا للبيع في الرياض,309.0,1500000.0,5.0,5.0
فيلا للبيع في الرياض,250.0,1180000.0,5.0,5.0
فيلا للبيع في شارع رقم 490 ، الرياض,315.0,1650000.0,4.0,4.0
فيلا للبيع في الرياض,490.0,1400000.0,5.0,5.0
فيلا للبيع في حي القادسية ، الرياض,430.0,1500000.0,4.0,5.0
